100,109
100,181
100,237
100,208
100,146
100,138
100,159
100,182
100,197
100,212
100,234
100,261
100,294
100,291
100,322
100,327
100,360
100,354
100,393
100,399
100,396
100,457
100,454
100,466
100,472
100,520
100,519
100,534
100,513
100,600
100,619
100,603
100,606
100,615
100,698
100,693
100,694
100,689
100,690
100,689
100,818
100,818
100,817
100,819
100,817
100,822
100,820
100,823
100,992
100,985
100,984
100,985
100,983
100,985
100,985
100,984
100,984
100,984
100,985
100,1202
100,1204
100,1204
100,1202
100,1213
100,1230
100,1253
100,1222
100,1227
100,1228
100,1205
100,1203
100,1213
100,1498
100,1516
100,1487
100,1514
100,1515
100,1478
100,1503
100,1534
10,19
10,33
10,47
10,63
10,72
10,85
10,103
10,112
10,124
10,138
10,153
10,169
10,191
10,191
10,217
10,217
10,245
10,246
10,273
10,273
10,273
10,318
10,319
10,318
10,329
10,367
10,368
10,367
10,367
10,425
10,428
10,426
10,426
10,426
10,504
10,503
10,504
10,502
10,514
10,506
10,602
10,579
10,577
10,578
10,578
10,588
10,579
10,579
10,679
10,684
10,682
10,684
10,683
10,679
10,685
10,681
10,681
10,679
10,682
10,809
10,808
10,805
10,810
10,811
10,813
10,804
10,806
10,834
10,820
10,810
10,841
10,842
10,1058
10,1077
10,1069
10,1060
10,1051
10,1080
10,1061
10,1070
15,21
15,35
15,51
15,64
15,76
15,90
15,110
15,117
15,128
15,143
15,158
15,175
15,200
15,200
15,228
15,225
15,258
15,258
15,287
15,289
15,288
15,335
15,334
15,335
15,344
15,381
15,381
15,381
15,381
15,451
15,451
15,451
15,449
15,451
15,521
15,527
15,522
15,521
15,524
15,527
15,609
15,609
15,608
15,606
15,605
15,606
15,605
15,605
15,728
15,735
15,729
15,730
15,729
15,729
15,730
15,732
15,735
15,739
15,740
15,878
15,881
15,877
15,874
15,879
15,892
15,874
15,877
15,878
15,877
15,873
15,877
15,878
15,1140
15,1124
15,1124
15,1134
15,1130
15,1120
15,1110
15,1114
20,32
20,39
20,57
20,80
20,95
20,110
20,133
20,147
20,161
20,185
20,207
20,228
20,258
20,257
20,288
20,286
20,318
20,323
20,357
20,356
20,357
20,402
20,411
20,404
20,425
20,463
20,528
20,463
20,460
20,536
20,536
20,536
20,536
20,568
20,624
20,653
20,629
20,635
20,622
20,620
20,715
20,738
20,758
20,733
20,724
20,763
20,723
20,770
20,908
20,880
20,879
20,901
20,880
20,863
20,865
20,862
20,865
20,865
20,877
20,1025
20,1028
20,1021
20,1041
20,1032
20,1023
20,1060
20,1024
20,1071
20,1092
20,1047
20,1051
20,1042
20,1284
20,1281
20,1281
20,1283
20,1280
20,1280
20,1283
20,1280
25,47
25,41
25,59
25,82
25,97
25,113
25,136
25,148
25,163
25,180
25,200
25,222
25,253
25,255
25,282
25,279
25,311
25,316
25,352
25,352
25,351
25,409
25,408
25,408
25,429
25,472
25,471
25,471
25,474
25,553
25,550
25,555
25,552
25,552
25,637
25,638
25,639
25,643
25,640
25,637
25,739
25,739
25,740
25,739
25,738
25,738
25,745
25,747
25,896
25,894
25,894
25,891
25,897
25,899
25,895
25,891
25,889
25,914
25,916
25,1074
25,1067
25,1059
25,1059
25,1062
25,1058
25,1058
25,1063
25,1059
25,1059
25,1059
25,1058
25,1060
25,1320
25,1328
25,1325
25,1339
25,1338
25,1346
25,1341
25,1338
35,77
35,47
35,61
35,87
35,106
35,127
35,144
35,157
35,174
35,203
35,218
35,234
35,266
35,259
35,298
35,300
35,334
35,326
35,367
35,360
35,370
35,424
35,425
35,427
35,443
35,480
35,484
35,480
35,500
35,573
35,577
35,593
35,595
35,595
35,672
35,673
35,663
35,656
35,651
35,652
35,765
35,771
35,779
35,794
35,783
35,767
35,788
35,779
35,962
35,949
35,946
35,959
35,931
35,921
35,937
35,922
35,928
35,943
35,952
35,1152
35,1135
35,1124
35,1133
35,1133
35,1127
35,1122
35,1146
35,1138
35,1114
35,1125
35,1125
35,1107
35,1390
35,1421
35,1426
35,1407
35,1417
35,1405
35,1401
35,1381
40,85
40,54
40,62
40,86
40,102
40,121
40,145
40,158
40,173
40,193
40,218
40,233
40,259
40,256
40,283
40,283
40,318
40,322
40,359
40,364
40,364
40,425
40,428
40,436
40,454
40,494
40,484
40,492
40,493
40,585
40,577
40,574
40,566
40,566
40,656
40,650
40,650
40,676
40,663
40,657
40,801
40,786
40,782
40,782
40,784
40,779
40,779
40,787
40,942
40,934
40,924
40,924
40,918
40,931
40,917
40,917
40,918
40,922
40,921
40,1115
40,1126
40,1143
40,1153
40,1138
40,1130
40,1146
40,1126
40,1119
40,1123
40,1140
40,1142
40,1125
40,1404
40,1415
40,1433
40,1388
40,1387
40,1385
40,1389
40,1392
45,94
45,75
45,62
45,90
45,104
45,128
45,154
45,167
45,184
45,194
45,222
45,237
45,267
45,269
45,297
45,297
45,337
45,336
45,370
45,367
45,371
45,434
45,433
45,434
45,456
45,507
45,508
45,503
45,507
45,585
45,592
45,581
45,580
45,596
45,681
45,687
45,688
45,681
45,675
45,664
45,787
45,775
45,775
45,785
45,806
45,790
45,788
45,778
45,937
45,940
45,942
45,962
45,968
45,952
45,937
45,949
45,968
45,949
45,972
45,1165
45,1170
45,1148
45,1167
45,1165
45,1155
45,1179
45,1159
45,1147
45,1147
45,1150
45,1167
45,1167
45,1432
45,1419
45,1438
45,1453
45,1443
45,1435
45,1403
45,1414
50,96
50,92
50,64
50,88
50,104
50,124
50,149
50,162
50,178
50,192
50,214
50,234
50,262
50,261
50,290
50,290
50,324
50,324
50,363
50,364
50,363
50,422
50,422
50,422
50,437
50,488
50,487
50,488
50,488
50,570
50,571
50,571
50,573
50,573
50,714
50,662
50,664
50,663
50,665
50,666
50,787
50,787
50,788
50,790
50,784
50,786
50,788
50,788
50,945
50,941
50,938
50,943
50,950
50,941
50,948
50,946
50,949
50,943
50,949
50,1143
50,1140
50,1141
50,1142
50,1142
50,1142
50,1142
50,1143
50,1148
50,1141
50,1140
50,1140
50,1142
50,1411
50,1408
50,1414
50,1408
50,1408
50,1409
50,1412
50,1408
55,94
55,113
55,70
55,89
55,106
55,125
55,150
55,165
55,180
55,196
55,219
55,241
55,269
55,267
55,292
55,294
55,331
55,333
55,370
55,366
55,367
55,426
55,428
55,425
55,448
55,500
55,491
55,490
55,492
55,578
55,582
55,583
55,577
55,581
55,671
55,669
55,668
55,668
55,675
55,667
55,795
55,796
55,787
55,785
55,791
55,793
55,792
55,790
55,947
55,945
55,944
55,945
55,945
55,945
55,945
55,945
55,945
55,945
55,945
55,1162
55,1158
55,1188
